Entry Id,TÉMA,JMÉNO TEMATICKÉHO CELKU,JMÉNO ZPRACOVATELE,JMÉNO TÉMATICKÉHO CELKU / AKTIVITY,CÍL 1,CÍL 2,CÍL 3,ANOTACE,STUPEŇ,STUPEŇ,STUPEŇ,STUPEŇ,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,ČASOVÁ NÁROČNOST,PROSTŘEDÍ,PROSTŘEDÍ,POČET UČITELŮ NA REALIZACI,FYZICKÁ AKTIVITA,Připojit soubor,Připojit soubor,Poznámka pro nás:,Date Created,Created By,Last Updated,Updated By,IP Address,Last Page Accessed,Completion Status,url
169,Odpady,Recyklace,Markéta Pézlová,Odpadové domino,Žák správně třídí odpad podle druhu materiálu.,,,"Kartičky ke hře domino, které nabízí více variant použití.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,,prvouka,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,2,odpadov_domino_1.pdf,odpady_druhy_materil_pl.pdf,,2020-01-09 13:02:08,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/10f5a0ff-4d63-4d7d-9b09-a34acc283ac4
170,Odpady,Recyklace,Markéta Pézlová,Společné třídění,Žák správně třídí odpady podle druhu materiálu.,,,Jednoduchá rychlá pohybová hra o třídění odpadu. ,MŠ,První stupeň ZŠ,,,MŠ,1. třída ZŠ,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,,,,,,,,,,,ekologie,,,prvouka,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,Venku,1,3,spolen_tdn.pdf, ,,2020-01-09 13:08:00,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/1c824119-a81b-4df4-98f1-faefceb8232c
171,Odpady,Recyklace,Markéta Pézlová,Otázky o odpadech,Žák si upevní své znalosti o recyklaci a třídění odpadu.,,,"Soubor 12 otázek s odpověďmi na téma recyklace, které lze využít k různým hrám či opakování.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,,prvouka,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,otzky_o_odpadech.pdf, ,,2020-01-09 13:33:58,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/986bd738-b28d-4a80-a0b2-ae1b35a773ab
172,Odpady,Papír,Markéta Pézlová,Výroba papíru,Žáci se seznámí s průmyslovou výrobou papíru a její energetickou a surovinovou náročností. ,,,Žáci jsou uvedeni do situace po nejmenované katastrofě a ve skupině navrhují stroj na výrobu papíru. Na základě toho si uvědomí surovinovou i energetickou náročnost takové výroby.,,,Druhý stupeň ZŠ,SŠ,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,,,,,,,,Odpady,Energie,,,,Šetrný spotřebitel,,,,,,,,,EVVO ve výuce,,,30 min,Uvnitř,,1,2,prmyslov_vroba_papru.pdf, ,,2020-01-09 20:51:53,public,2020-01-10 19:10:26,petra2018,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/cce9a631-bdb8-4528-9918-c7e1d20b46b2
173,Odpady,Papír,Markéta Pézlová,Šetříme papírem,Žák navrhne jednoduchá opatření pro šetření papírem v rámci školy.,,,Jak ve škole šetřit papírem? Navrhněte s žáky jednoduchá opatření. Materiál nabízí rovnou také několik možných řešení.,,První stupeň ZŠ,Druhý stupeň ZŠ,SŠ,,1. třída ZŠ,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,přírodopis,,ekologie,,,prvouka,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,etme_paprem_1.pdf, ,,2020-01-09 21:45:38,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/1bd52134-2695-4c16-b000-4038e1562ba7
174,Odpady,Vermikompostování,Markéta Pézlová,Vermikompostování - projekt pro 1. stupeň,"Seznámit žáky s jednou možností kompostování - vermikompostováním. Na tomto příkladu ukázat, jakým způsobem se mění bioodpad na úrodnou půdu.",,,"Praktický projekt, kde se žáci o vermikompostování dozvědí vše potřebné a mohou si vyrobit/založit vlastní vermikompostér. Součástí je také pracovní list.",,První stupeň ZŠ,,,,1. třída ZŠ,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,,,,,,,,,,,,,,prvouka,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,projekt,Uvnitř,Venku,1,4,vermikompostovn__projekt_pro_1._stupe.pdf,vermikompostovani_pl.pdf,,2020-01-09 23:59:45,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/4bb21a5a-cc5d-4806-bf63-074b0af63c47
175,Odpady,Vermikompostování,Markéta Pézlová,Vermikompostování - projekt pro 2. stupeň,"Seznámit žáky s jednou možností kompostování – vermikompostováním. Na tomto příkladu ukázat, jakým způsobem se bioodpad mění zpět na úrodný humus. ",,,Praktický meziooborový projekt. Žáci se dozvědí vše potřebné o vermikompostování a mohou si vyrobit/založit vlastní vermikompostér. Součástí je také pracovní list v angličtině. ,,,Druhý stupeň ZŠ,SŠ,,,,,,,,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,biologie,přírodopis,jazyky,ekologie,,,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,projekt,Uvnitř,Venku,1,4,vermikompostovn__projekt_pro_2._stupe.pdf,vermikomposting_pl.pdf,,2020-01-10 00:26:01,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/25156696-6f45-4ea2-a448-f82ced057290
176,Odpady,Vermikompostování,Markéta Pézlová,Vermicomposting,Žáci se seznámí se základními informacemi o výhodách vermikompostování.,Žáci porozumí textu v anglickém jazyce.,Žáci se seznámí se slovní zásobou o vermikompostování.,"Pracovní list o vermikompostování v angličtině. Obsahuje informační text, návod k výrobě vermikompostéru, přehled slovíček k tématu a rovněž otázky pro konverzaci.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,,jazyky,ekologie,,,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,vermikomposting_pl.pdf,vermicomposting__een.pdf,,2020-01-10 01:11:32,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/637e77ac-d562-4e94-bbde-ede297f68135
177,Odpady,Vermikompostování,Markéta Pézlová,Co žížaly baští,Žák označí vhodnou potravu pro žížaly ve vermikompostéru.,,,Jednoduchý obrázkový pracovní list. ,MŠ,První stupeň ZŠ,,,MŠ,1. třída ZŠ,2. třída ZŠ,3. třída ZŠ,,,,,,,,,,,,,ekologie,,,prvouka,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,co_aly_bat.pdf, ,,2020-01-10 01:31:44,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/16d51ee6-2a16-4c8f-80a9-eaf788412b85
178,Odpady,Vermikompostování,Markéta Pézlová,Uživíme žížaly?,"Na základě pozorování a výpočtu žáci určí, jak velkou plochu žížaliště budou potřebovat.",Žák provádí jednoduché pozorování.,,"Plánujete založit ve škole vermikompostér? Spočítejte si, kolik žížal bioodpadem uživíte.",,První stupeň ZŠ,Druhý stupeň ZŠ,SŠ,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,matematika,biologie,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,projekt,Uvnitř,,1,3,uivme_aly_.pdf, ,,2020-01-10 01:39:29,public,,,194.228.11.51,1,1,https://petra2018.wufoo.com/cabinet/59f9e4f6-1425-4584-b6bf-aeca88e41754
179,Voda,Kolik vody je nám třeba,Andrea Tláskalová,Kolik vody je nám třeba - 1. stupeň,"Pomoci žákům uvědomit si, jak velká je naše každodenní spotřeba vody a kde všude se voda spotřebovává, aniž o tom víme. Vést žáky k vědomí omezenosti vodních zdrojů a motivovat je ke snížení spotřeby vody.",,,"Aktivita má žákům pomoci, aby si dokázali lépe představit, kolik vody denně doma spotřebují. Aktivitu je vhodné žákům zadat 1–2 dny před samotným vyplňováním pracovního listu. Jejich úkolem bude nejdříve doma pozorně sledovat, kolik vody se spotřebovává na různé činnosti. Mohou sledovat jak spotřebu svoji vlastní, tak ostatních členů rodiny ",,První stupeň ZŠ,,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,,,,,,,matematika,,,,,,,prvouka,,přírodověda,,,,,Voda,,,,,,,,,Analýza,,,EVVO ve výuce,,,projekt,Uvnitř,,1,1,kolik_vody_je_nm_teba_1._stupe.pdf,kolik_vody_je_nm_teba_pl.pdf,,2020-01-12 15:26:09,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/0087b893-5fda-4a83-bb1d-266dedf8c0b9
180,Voda,Kolik vody je nám třeba,Andrea Tláskalová,Kolik vody je nám třeba - 2. stupeň,"Pomoci žákům uvědomit si, jak velká je naše každodenní spotřeba vody a kde všude se voda spotřebovává, aniž o tom víme. Vést žáky k vědomí omezenosti vodních zdrojů a motivovat je ke snížení spotřeby vody.",Žák v praxi odhaduje a měří spotřebu vody.,,"Aktivita má žákům pomoci, aby si dokázali lépe představit, kolik vody denně doma spotřebují. Aktivitu je vhodné žákům zadat 1–2 dny před samotným vyplňováním pracovního listu. Jejich úkolem bude nejdříve doma pozorně sledovat, kolikvody se spotřebovává na různé činnosti. Mohou sledovat jak spotřebu svoji vlastní, tak ostatních členů rodiny.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,matematika,,,,ekologie,občanská výchova,,,,přírodověda,,,,,Voda,,,,,,,,,Analýza,,,EVVO ve výuce,,,projekt,Uvnitř,,1,2,kolik_vody_je_nm_teba_metodika__2._stupe.pdf,kolik_vody_je_nm_teba_pl_2._stupe.pdf,,2020-01-12 15:37:23,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/8747383c-841d-4413-b19b-8fa865635524
181,Voda,Kudy teče voda ,Andrea Tláskalová,Kudy teče voda - 1.supeň,"Seznámit žáky s problematikou úpravy pitné vody. Žáci si uvědomí, že cesta vody do kohoutku i z něj je velmi komplikovaná.",,,"Žáci si uvědomí, že cesta vody do kohoutku i z něj je velmi komplikovaná. Žáci si zábavnou formou přiblíží cestu vody.",,První stupeň ZŠ,,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,,,,,,,,,,,,,,prvouka,,přírodověda,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,kudy_tee__metodika_1._stupe.pdf,kudy_tece_pl_1._stupe.pdf,,2020-01-12 15:59:10,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/c11f01c8-bc71-4b01-ab2f-147c34915e0c
182,Voda,Kudy teče voda,Andrea Tláskalová,Kudy teče voda - 2. stupeň,Seznámit žáky s problematikou čištění odpadní vody. ,,,"Žáci si uvědomí, že cesta vody zpět je poměrně komplikovaná. Jsou schopni navrhnout, jakými opatřeními lze ovlivnit kvalitu vody vypouštěné do kanalizace.",,,Druhý stupeň ZŠ,,,,,,,,,,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,občanská výchova,chemie,,,,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,30 min,Uvnitř,,1,1,kudy_tee__metodika_2._stupe.pdf,kudy_tece_pl_2._stupe.pdf,,2020-01-12 16:16:16,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/fbc53ded-eda2-43af-966d-9014a7611cc0
183,Voda,Kudy teče voda,Andrea Tláskalová,Kudy teče voda - k nám a zpět,Seznámit žáky s problematikou úpravy pitné vody. ,Seznámit žáky s problematikou čištění odpadní vody. ,,"Žáci si uvědomí, že cesta vody do kohoutku i z něj je velmi komplikovaná. Žáci si uvědomí, že cesta vody zpět je poměrně komplikovaná. Jsou schopni navrhnout, jakými opatřeními lze ovlivnit kvalitu vody vypouštěné do kanalizace.",,,Druhý stupeň ZŠ,,,,,,,,,,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,chemie,,,,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,kudy_tee__k_nm_a_zpt__metodika.pdf,kudy_tece_pl_k_nm_a_zpt.pdf,,2020-01-12 16:27:09,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/fd363246-99cc-4969-992a-fc2f269a5960
184,Voda,"Pijme vodu, pijme pitnou vodu",Andrea Tláskalová,"Pijme vodu, pijme pitnou vodu - jak nám chutná","Seznámit žáky s pitnou vodou nejen jako pojmem, ale také v souvislosti s pitným režimem.",Porovnat pitnou vodu balenou s vodou z vodovodní sítě a posoudit rozdíly.,,"Žáci si nejdříve zkusí vyplnit svoji představu o pitném režimu. Diskutujte se žáky o tom, co by měli pít a v jakém množství. Poté uspořádejte ve škole ochutnávku vody.",,První stupeň ZŠ,,,,,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,,,,,,čeština,,,,,,,,prvouka,,přírodověda,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,30 min,Uvnitř,,1,1,pijeme_vodu___metodika_jak_nm_chutn.pdf,pijeme_vodu_pl__jak_nm_chutn.pdf,,2020-01-12 16:43:50,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/c501d461-9885-446b-9c0c-9de5fee5217e
185,Voda,"Pijme vodu, pijme pitnou vodu",Andrea Tláskalová,"Pijme vodu, pijme pitnou vodu - voda je vzácná","Seznámit žáky s pitnou vodou nejen jako pojmem, ale vést žáky k pochopení významu pitné vody. ","Žáci si uvědomí, že cesta vody ze zdroje ke spotřebiteli není přímá a jednoduchá. Budou umět porovnat náš dostatek s problémy třetího světa.",,"Aktivita je pojata jako akční pohybová hra. Před zahájením hry necháme žákům přečíst krátký úryvek s informacemi o dostupnosti vody v rozvojových zemích (viz pracovní list). Vybídneme je, aby si představili, že se nyní ocitnou v jedné z rozvojových zemí, kde je problém s pitnou vodou. Žáky rozdělímedo skupin, každá z nich si vylosuje jednu zemi a zjistí, jakou mají průměrnou denní spotřebu vody na osobu.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,občanská výchova,,,,,,zeměpis,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,pijeme_vodu___metodika_voda_je_vzcn.pdf,pijeme_vodu_plvoda_je_vzcn.pdf,,2020-01-12 16:50:27,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/5005b5c3-683a-472c-a04e-459a9a4f159a
186,Voda,Proč v létě kvetou naše vody,Andrea Tláskalová,Proč v létě kvetou naše vody,Získat informace o problematice eutrofizace vody a proniknout do zajímavého světa sinic.,,,Aktivity jsou zaměřeny na přímé pozorování sinic v terénu a na následnou práci ve třídě. Soubor doplňuje průzkum obchodů a zhodnocení role spotřebitele v problematice eutrofizace.,,,Druhý stupeň ZŠ,,,,,,,,,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,chemie,,,,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,projekt,Uvnitř,Venku,1,2,pro_v_lt_kvetou_metodika.pdf,proc_v_lete_voda_kvete_pl.pdf,,2020-01-12 17:36:42,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/89d83a87-2219-4017-88b6-5d8abfb4d6a2
187,Voda,Tajuplná a životodárná,Andrea Tláskalová,Tajuplná a životodárná,"Zdůraznit jedinečnost vody jako životodárné tekutiny. Žáci chápou vodu jako jedinečnou tekutinu, rozumí základním fyzikálním a chemickým zákonitostem, které vytvářejí unikátní vlastnosti vody. ","Žáci si uvědomují, že je voda na Zemi vzácná a člověk svou činností dostupnost vody ohrožuje. Jsou schopni pojmenovat problémy spojené s vodou a navrhovat reálná řešení.",,"Protože je voda jedinečnou tekutinou zajišťující veškerý život na Zemi, je pro nás velmi vzácnou. Bohužel lidská činnost ovlivňuje dostupnost životodárné vody často negativně. Žáci si evokují, co už o vodě ví.V článcích se žáci dočtou o některých závažných problémech souvisejících s vodou.Pojmenují u každého článku o jaký se jedná problém (výstižně jednou větou) a navrhnou alespoň 1 možné řešení.",,,Druhý stupeň ZŠ,,,,,,,,,,8. třída ZŠ,,,čeština,,,,,ekologie,občanská výchova,chemie,,,,fyzika,zeměpis,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,tajupln_a_ivotodarna__metodika.pdf,tajupln_a_zivotodarna_pl.pdf,,2020-01-12 17:47:43,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/8427226f-bf6f-46a2-adf8-41abd2301b6e
188,Voda,Tajuplná a životodárná,Andrea Tláskalová,Tajuplná a životodárná - jak vypadá voda,"Zdůraznit jedinečnost vody jako životodárné tekutiny. Žáci chápou vodu jako jedinečnou tekutinu, rozumí základním fyzikálním a chemickým zákonitostem, které vytvářejí unikátní vlastnosti vody. ",,,"Žáci vymodelují model vody, rozhodnou o správnosti tvrzení.",,,Druhý stupeň ZŠ,,,,,,,,,,8. třída ZŠ,9. třída ZŠ,,,,,,,ekologie,,chemie,,,,fyzika,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,tajupln_a_ivotodarna__metodika_jak_vypad_voda.pdf,tajupln_a_zivotodarna_pl_jak_vypad_voda.pdf,,2020-01-12 17:57:12,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/cb0dfd2a-98c2-4173-acaf-3048c61834c3
189,Voda,Tajuplná a životodárná,Andrea Tláskalová,Tajuplná a životodárná - problémy vody,"Žáci si uvědomují, že je voda na Zemi vzácná a člověk svou činností dostupnost vody ohrožuje. Jsou schopni pojmenovat problémy spojené s vodou a navrhovat reálná řešení.",,,"Žáci pracují s textem, který je vhodné zadat do skupin. Definují problémy jasně a stručně.  S celou třídou prodiskutujte, která řešení jsou možná nebo alespoň částečně reálná. ",,,Druhý stupeň ZŠ,,,,,,,,,,8. třída ZŠ,9. třída ZŠ,,čeština,,,přírodopis,,ekologie,,chemie,,,,,zeměpis,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,30 min,Uvnitř,Venku,1,1,tajupln_a_ivotodarna__metodika_problmy_vody.pdf,tajupln_a_ivotodarna__pl_problmy_vody.pdf,,2020-01-12 18:02:49,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/da2bf72a-cb07-4651-a957-68e5cceb160c
190,Voda,Vody není nikdy dost,Andrea Tláskalová,Vody není nikdy dost,"Motivovat žáky k úspornějšímu hospodaření s vodou, jak doma, tak ve škole. Žáci jsou schopni analyzovat místa, kde dochází k plýtvání vodou a navrhnout kroky ke zlepšení. Žáci jsou si vědomi potřeby šetřit s vodou a dokáží svůj přístup obhájit před ostatními spolužáky, pedagogy i členy rodiny.",,, Žáci provedou analýzu možnosti úspor vody u sebe (doma) a ve škole. K výrokům přiřadí písmeno podle kritérií.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,,,ekologie,občanská výchova,,prvouka,,přírodověda,,,,,Voda,,,,,,,,,Analýza,,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,vody_nen_nikdy_dost_metodika.pdf,vody_nen_nikdy_dost_pl.pdf,,2020-01-12 18:14:03,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/8fdb6657-8610-4b61-ab78-05a9af6f0bd5
191,Doprava,Alternativní a fosilní paliva ,Ivona Smrčková ,Paliva a jejich původ ,Žák se seznámí s různými druhy alternativních paliv.,,,Žáci se seznámí s informacemi o fosilních a alternativních palivech v dopravě.,,,Druhý stupeň ZŠ,SŠ,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,,,ekologie,,chemie,,,,fyzika,,,,,,Doprava,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,paliva_a_jejich_pvod.pdf, ,,2020-01-17 14:22:51,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/4c399e3d-de89-49d3-b4ef-c937f01f4c2a
192,Doprava,Emise škodlivin z dopravy ,Ivona Smrčková ,"Emise škodlivin z dopravy, Imise a jejich účinky",Žák si uvědomí svůj podíl na vzniku imisí z dopravy.,"Žáci vypočítají emise, které vznikají při jejich cestách do školy.",,"Žáci vypočítají celkové hodnoty škodlivin, které vznikají nebo mohou vznikat při využití různých způsobů dopravy při každodenním dojíždění do školy. V části o imisích se žáci seznamují se zdroji škodlivin, se způsobem jejich vzniku a aktuálním překračování imisních limitů.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,matematika,,,,ekologie,,,,,,,,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,emise_kodlivin_z_dopravy.pdf, ,,2020-01-21 14:14:05,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/b337923a-bf87-48ac-a145-ec227da184fb
193,Doprava,Hluk a protihluková opatření ,Ivona Smrčková ,Výpočet hlučnosti,Žák pracuje s výsledky terénního měření hluku.,,,Žáci zpracují výsledky měření hluku do pracovního listu s použitím volně dostupného počítačového programu.,,,Druhý stupeň ZŠ,SŠ,,,,,,,,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,matematika,,,,ekologie,,,,,,fyzika,,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,,,45 min,Uvnitř,Venku,1,1,hluk_a_protihlukova_opatreni_.pdf, ,,2020-01-21 15:25:03,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/1f22aade-01a3-4d02-b0cc-481be6773d22
194,Energie,Inspiromat,Andrea Tláskalová,Inspiromat,"Nabízíme vám několik dalších tipů, jak se dá s tématem energie pracovat. ",,,"Náměty jsou posbírané z různých škol, většinou vznikly v rámci projektu Úspory energie na školách, který v České republice (a dalších zemích) probíhal od roku 1999.",,První stupeň ZŠ,Druhý stupeň ZŠ,SŠ,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,matematika,,přírodopis,,ekologie,občanská výchova,,,,přírodověda,fyzika,,,Energie,,,,,,,,Metodické rady / obecné modely,,,,,EVVO ve výuce,,,projekt,Uvnitř,,1,1,inspiromat.pdf, ,,2020-01-26 07:14:43,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/bfc83dd9-f131-42c8-92a2-04a288e65907
195,Energie,Osvětlení,Andrea Tláskalová,Osvětlené pro 1. stupeň,Zamyšlení se nad možností úspor energie v oblasti osvětlení.,,,"Děti vyplňují tabulku, kdy se ve třídě svítí. Úkol je vhodný i pro malé děti, spolupracují v rámci třídy, zamýšlejí se nad možností úspor – co můžou ovlivnit. S dětmi průběžně řešíme, zda si myslí, že se někdy svítí zbytečně.",,První stupeň ZŠ,,,,1. třída ZŠ,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,,,,,,čeština,matematika,,,,,,,prvouka,,přírodověda,,,,Energie,,,,,,,,,,Analýza,,Monitoring,EVVO ve výuce,,,projekt,Uvnitř,,1,1,osvtlen_1._stupe.pdf, ,,2020-01-26 07:23:57,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/e27d9be0-9dea-49a6-b5cd-dede674f8ec1
196,Energie,Osvětlení,Andrea Tláskalová,Osvětlení - 2. stupeň,"Seznámení se zdroji světla, jejich vývojem v dějinách, výpočet úspory při používání úsporných žárovek.",,,"Nejprve žáci vyřeší přesmyčky a říkají, k čemu jsou vyluštěné objevy důležité, seřadí zdroje světla.Poté co žáci správně přiřadí charakteristiky zdrojů mohou navázat pátráním ve škole, doma i v okolí, kde dané zdroje najdou, vytváří reklamy.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,matematika,,,,ekologie,občanská výchova,,,,,fyzika,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,projekt,Uvnitř,,1,1,osvetleni_2._stupe.pdf, ,,2020-01-26 07:45:15,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/6203ab36-89fb-4021-859b-705a041d8240
197,Energie,Osvětlení,Andrea Tláskalová,Osvětlení - SŠ,Žáci roztřídí svítidla podle nejvhodnějšího účelu použití.,,,"Žáci si představí, že jsou majiteli hotelu. Za elektřinu platí několik tisíc korun měsíčně a snaží se proto snížit její spotřebu i v oblasti svícení.Navrhnou nejvhodnější svítidla podle účelu jednotlivých místností:",,,,SŠ,,,,,,,,,,,SŠ,,matematika,,,,ekologie,,,,,,fyzika,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,osvtlen_s.pdf, ,,2020-01-26 07:54:12,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/48b3298a-13d1-4794-82bf-100b453d3b2b
